Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Hemse;78140;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medel, 1 gång per månad;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1901-03-01 00:00:00;1980-06-30 23:59:59;25.0;57.2438;18.3835
1980-11-01 00:00:00;2019-05-31 23:59:59;22.072;57.243655;18.378776

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1904-11-01 00:00:01;1904-12-01 00:00:00;1904-11;2.3;G
1904-12-01 00:00:01;1905-01-01 00:00:00;1904-12;1.2;G
1905-01-01 00:00:01;1905-02-01 00:00:00;1905-01;-2.1;G
1905-02-01 00:00:01;1905-03-01 00:00:00;1905-02;-0.7;G
1905-03-01 00:00:01;1905-04-01 00:00:00;1905-03;0.9;G
1905-04-01 00:00:01;1905-05-01 00:00:00;1905-04;2.8;G
1905-05-01 00:00:01;1905-06-01 00:00:00;1905-05;9.5;G
1905-06-01 00:00:01;1905-07-01 00:00:00;1905-06;15.5;G
1905-07-01 00:00:01;1905-08-01 00:00:00;1905-07;16.2;G
1905-08-01 00:00:01;1905-09-01 00:00:00;1905-08;15.4;G
1905-10-01 00:00:01;1905-11-01 00:00:00;1905-10;4.3;G
1906-03-01 00:00:01;1906-04-01 00:00:00;1906-03;-0.6;G
1906-04-01 00:00:01;1906-05-01 00:00:00;1906-04;5.3;G
1906-05-01 00:00:01;1906-06-01 00:00:00;1906-05;10.7;G
1906-09-01 00:00:01;1906-10-01 00:00:00;1906-09;11.6;G
1906-10-01 00:00:01;1906-11-01 00:00:00;1906-10;8.0;G
1906-11-01 00:00:01;1906-12-01 00:00:00;1906-11;5.4;G
1906-12-01 00:00:01;1907-01-01 00:00:00;1906-12;-0.6;G
1907-01-01 00:00:01;1907-02-01 00:00:00;1907-01;-2.3;G
1907-02-01 00:00:01;1907-03-01 00:00:00;1907-02;-1.4;G
1907-03-01 00:00:01;1907-04-01 00:00:00;1907-03;0.2;G
1907-06-01 00:00:01;1907-07-01 00:00:00;1907-06;12.5;G
1907-09-01 00:00:01;1907-10-01 00:00:00;1907-09;10.9;G
1912-03-01 00:00:01;1912-04-01 00:00:00;1912-03;2.1;G
1912-04-01 00:00:01;1912-05-01 00:00:00;1912-04;3.6;G
1912-05-01 00:00:01;1912-06-01 00:00:00;1912-05;7.8;G
1912-06-01 00:00:01;1912-07-01 00:00:00;1912-06;13.5;G
1912-07-01 00:00:01;1912-08-01 00:00:00;1912-07;18.2;G
1912-08-01 00:00:01;1912-09-01 00:00:00;1912-08;16.0;G
1912-09-01 00:00:01;1912-10-01 00:00:00;1912-09;9.5;G
1912-10-01 00:00:01;1912-11-01 00:00:00;1912-10;5.3;G
1912-11-01 00:00:01;1912-12-01 00:00:00;1912-11;2.4;G
1912-12-01 00:00:01;1913-01-01 00:00:00;1912-12;3.0;G
1913-01-01 00:00:01;1913-02-01 00:00:00;1913-01;-0.9;G
1913-02-01 00:00:01;1913-03-01 00:00:00;1913-02;0.5;G
1913-03-01 00:00:01;1913-04-01 00:00:00;1913-03;2.6;G
1913-04-01 00:00:01;1913-05-01 00:00:00;1913-04;5.1;G
1913-05-01 00:00:01;1913-06-01 00:00:00;1913-05;9.8;G
1913-06-01 00:00:01;1913-07-01 00:00:00;1913-06;13.7;G
1913-07-01 00:00:01;1913-08-01 00:00:00;1913-07;16.2;G
1913-08-01 00:00:01;1913-09-01 00:00:00;1913-08;15.6;G
1913-09-01 00:00:01;1913-10-01 00:00:00;1913-09;12.3;G
1913-10-01 00:00:01;1913-11-01 00:00:00;1913-10;7.3;G
1913-11-01 00:00:01;1913-12-01 00:00:00;1913-11;5.9;G
1913-12-01 00:00:01;1914-01-01 00:00:00;1913-12;0.6;G
1914-01-01 00:00:01;1914-02-01 00:00:00;1914-01;-0.9;G
1914-02-01 00:00:01;1914-03-01 00:00:00;1914-02;1.7;G
1914-03-01 00:00:01;1914-04-01 00:00:00;1914-03;1.1;G
1914-04-01 00:00:01;1914-05-01 00:00:00;1914-04;6.1;G
1914-05-01 00:00:01;1914-06-01 00:00:00;1914-05;9.5;G
1914-06-01 00:00:01;1914-07-01 00:00:00;1914-06;14.6;G
1914-07-01 00:00:01;1914-08-01 00:00:00;1914-07;20.6;G
1914-08-01 00:00:01;1914-09-01 00:00:00;1914-08;15.6;G
1914-09-01 00:00:01;1914-10-01 00:00:00;1914-09;12.0;G
1914-10-01 00:00:01;1914-11-01 00:00:00;1914-10;6.7;G
1914-11-01 00:00:01;1914-12-01 00:00:00;1914-11;3.1;G
1914-12-01 00:00:01;1915-01-01 00:00:00;1914-12;3.5;G
1915-01-01 00:00:01;1915-02-01 00:00:00;1915-01;-2.0;G
1915-02-01 00:00:01;1915-03-01 00:00:00;1915-02;-0.6;G
1915-03-01 00:00:01;1915-04-01 00:00:00;1915-03;-2.1;G
1915-04-01 00:00:01;1915-05-01 00:00:00;1915-04;4.3;G
1915-05-01 00:00:01;1915-06-01 00:00:00;1915-05;7.8;G
1915-06-01 00:00:01;1915-07-01 00:00:00;1915-06;12.5;G
1915-07-01 00:00:01;1915-08-01 00:00:00;1915-07;16.2;G
1915-08-01 00:00:01;1915-09-01 00:00:00;1915-08;15.2;G
1915-09-01 00:00:01;1915-10-01 00:00:00;1915-09;11.4;G
1915-10-01 00:00:01;1915-11-01 00:00:00;1915-10;5.1;G
1915-11-01 00:00:01;1915-12-01 00:00:00;1915-11;2.3;G
1915-12-01 00:00:01;1916-01-01 00:00:00;1915-12;-1.9;G
1916-01-01 00:00:01;1916-02-01 00:00:00;1916-01;-0.4;G
1916-02-01 00:00:01;1916-03-01 00:00:00;1916-02;-0.6;G
1916-03-01 00:00:01;1916-04-01 00:00:00;1916-03;-0.3;G
1916-04-01 00:00:01;1916-05-01 00:00:00;1916-04;5.5;G
1916-05-01 00:00:01;1916-06-01 00:00:00;1916-05;9.0;G
1916-06-01 00:00:01;1916-07-01 00:00:00;1916-06;12.0;G
1916-07-01 00:00:01;1916-08-01 00:00:00;1916-07;16.4;G
1916-08-01 00:00:01;1916-09-01 00:00:00;1916-08;14.1;G
1916-09-01 00:00:01;1916-10-01 00:00:00;1916-09;10.7;G
1916-10-01 00:00:01;1916-11-01 00:00:00;1916-10;6.9;G
1916-11-01 00:00:01;1916-12-01 00:00:00;1916-11;4.9;G
1916-12-01 00:00:01;1917-01-01 00:00:00;1916-12;1.2;G
1917-01-01 00:00:01;1917-02-01 00:00:00;1917-01;-2.6;G
1917-02-01 00:00:01;1917-03-01 00:00:00;1917-02;-3.9;G
1917-03-01 00:00:01;1917-04-01 00:00:00;1917-03;-4.2;G
1917-04-01 00:00:01;1917-05-01 00:00:00;1917-04;1.8;G
1917-05-01 00:00:01;1917-06-01 00:00:00;1917-05;8.1;G
1917-06-01 00:00:01;1917-07-01 00:00:00;1917-06;16.4;G
1917-07-01 00:00:01;1917-08-01 00:00:00;1917-07;16.4;G
