Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Lufttemperatur,Kvalitet,Latitude,Longitude,,Tidsutsnitt:
01/09/1936 00:00,01/10/1936 00:00,1936-09,10,G,57.4034,18.5297,,
01/10/1936 00:00,01/11/1936 00:00,1936-10,4.1,G,57.4034,18.5297,,
01/11/1936 00:00,01/12/1936 00:00,1936-11,3.6,G,57.4034,18.5297,,
01/12/1936 00:00,01/01/1937 00:00,1936-12,2.4,G,57.4034,18.5297,,
01/01/1937 00:00,01/02/1937 00:00,1937-01,-3.2,G,57.4034,18.5297,,
01/02/1937 00:00,01/03/1937 00:00,1937-02,-2,G,57.4034,18.5297,,
01/03/1937 00:00,01/04/1937 00:00,1937-03,-0.9,G,57.4034,18.5297,,
01/04/1937 00:00,01/05/1937 00:00,1937-04,6,G,57.4034,18.5297,,
01/05/1937 00:00,01/06/1937 00:00,1937-05,11.9,G,57.4034,18.5297,,
01/06/1937 00:00,01/07/1937 00:00,1937-06,14.5,G,57.4034,18.5297,,
01/07/1937 00:00,01/08/1937 00:00,1937-07,17.1,G,57.4034,18.5297,,
01/08/1937 00:00,01/09/1937 00:00,1937-08,17.3,G,57.4034,18.5297,,
01/09/1937 00:00,01/10/1937 00:00,1937-09,12.8,G,57.4034,18.5297,,
01/10/1937 00:00,01/11/1937 00:00,1937-10,7.6,G,57.4034,18.5297,,
01/11/1937 00:00,01/12/1937 00:00,1937-11,2.5,G,57.4034,18.5297,,
01/12/1937 00:00,01/01/1938 00:00,1937-12,-2.1,G,57.4034,18.5297,,
01/01/1938 00:00,01/02/1938 00:00,1938-01,-0.8,G,57.4034,18.5297,,
01/02/1938 00:00,01/03/1938 00:00,1938-02,0,G,57.4034,18.5297,,
01/03/1938 00:00,01/04/1938 00:00,1938-03,4.1,G,57.4034,18.5297,,
01/04/1938 00:00,01/05/1938 00:00,1938-04,4.1,G,57.4034,18.5297,,
01/05/1938 00:00,01/06/1938 00:00,1938-05,7.9,G,57.4034,18.5297,,
01/06/1938 00:00,01/07/1938 00:00,1938-06,13.6,G,57.4034,18.5297,,
01/07/1938 00:00,01/08/1938 00:00,1938-07,16.6,G,57.4034,18.5297,,
01/08/1938 00:00,01/09/1938 00:00,1938-08,17.1,G,57.4034,18.5297,,
01/09/1938 00:00,01/10/1938 00:00,1938-09,12,G,57.4034,18.5297,,
01/10/1938 00:00,01/11/1938 00:00,1938-10,8.4,G,57.4034,18.5297,,
01/11/1938 00:00,01/12/1938 00:00,1938-11,4.5,G,57.4034,18.5297,,
01/12/1938 00:00,01/01/1939 00:00,1938-12,-1.7,G,57.4034,18.5297,,
01/01/1939 00:00,01/02/1939 00:00,1939-01,-0.2,G,57.4034,18.5297,,
01/02/1939 00:00,01/03/1939 00:00,1939-02,1.7,G,57.4034,18.5297,,
01/03/1939 00:00,01/04/1939 00:00,1939-03,0,G,57.4034,18.5297,,
01/04/1939 00:00,01/05/1939 00:00,1939-04,4.1,G,57.4034,18.5297,,
01/05/1939 00:00,01/06/1939 00:00,1939-05,8.4,G,57.4034,18.5297,,
01/06/1939 00:00,01/07/1939 00:00,1939-06,14.1,G,57.4034,18.5297,,
