Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Risungs;78490;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;millimetre

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1933-02-01 00:00:00;1971-10-31 23:59:59;20.0;57.8166;18.9333

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1934-05-01 07:00:01;1934-06-01 07:00:00;1934-05;26.0;G
1934-06-01 07:00:01;1934-07-01 07:00:00;1934-06;46.0;G
1934-07-01 07:00:01;1934-08-01 07:00:00;1934-07;72.0;G
1934-08-01 07:00:01;1934-09-01 07:00:00;1934-08;39.0;G
1934-09-01 07:00:01;1934-10-01 07:00:00;1934-09;48.0;G
1934-10-01 07:00:01;1934-11-01 07:00:00;1934-10;93.0;G
1934-11-01 07:00:01;1934-12-01 07:00:00;1934-11;47.0;G
1934-12-01 07:00:01;1935-01-01 07:00:00;1934-12;29.0;G
1935-01-01 07:00:01;1935-02-01 07:00:00;1935-01;37.0;G
1935-02-01 07:00:01;1935-03-01 07:00:00;1935-02;61.0;G
1935-03-01 07:00:01;1935-04-01 07:00:00;1935-03;23.0;G
1935-04-01 07:00:01;1935-05-01 07:00:00;1935-04;40.0;G
1935-05-01 07:00:01;1935-06-01 07:00:00;1935-05;25.0;G
1935-06-01 07:00:01;1935-07-01 07:00:00;1935-06;40.0;G
1935-07-01 07:00:01;1935-08-01 07:00:00;1935-07;145.0;G
1935-08-01 07:00:01;1935-09-01 07:00:00;1935-08;50.0;G
1935-09-01 07:00:01;1935-10-01 07:00:00;1935-09;137.0;G
1935-10-01 07:00:01;1935-11-01 07:00:00;1935-10;102.0;G
1935-11-01 07:00:01;1935-12-01 07:00:00;1935-11;51.0;G
1935-12-01 07:00:01;1936-01-01 07:00:00;1935-12;81.0;G
1936-01-01 07:00:01;1936-02-01 07:00:00;1936-01;52.0;G
1936-02-01 07:00:01;1936-03-01 07:00:00;1936-02;65.0;G
1936-03-01 07:00:01;1936-04-01 07:00:00;1936-03;53.0;G
1936-04-01 07:00:01;1936-05-01 07:00:00;1936-04;90.0;G
1936-05-01 07:00:01;1936-06-01 07:00:00;1936-05;18.0;G
1936-06-01 07:00:01;1936-07-01 07:00:00;1936-06;21.0;G
1936-07-01 07:00:01;1936-08-01 07:00:00;1936-07;54.0;G
1936-08-01 07:00:01;1936-09-01 07:00:00;1936-08;46.0;G
1936-09-01 07:00:01;1936-10-01 07:00:00;1936-09;32.0;G
1936-10-01 07:00:01;1936-11-01 07:00:00;1936-10;116.0;G
1936-11-01 07:00:01;1936-12-01 07:00:00;1936-11;41.0;G
1936-12-01 07:00:01;1937-01-01 07:00:00;1936-12;20.0;G
1937-01-01 07:00:01;1937-02-01 07:00:00;1937-01;29.0;G
1937-02-01 07:00:01;1937-03-01 07:00:00;1937-02;63.0;G
1937-03-01 07:00:01;1937-04-01 07:00:00;1937-03;44.0;G
1937-04-01 07:00:01;1937-05-01 07:00:00;1937-04;18.0;G
1937-05-01 07:00:01;1937-06-01 07:00:00;1937-05;12.0;G
1937-06-01 07:00:01;1937-07-01 07:00:00;1937-06;29.0;G
1937-07-01 07:00:01;1937-08-01 07:00:00;1937-07;90.0;G
1937-08-01 07:00:01;1937-09-01 07:00:00;1937-08;89.0;G
1937-09-01 07:00:01;1937-10-01 07:00:00;1937-09;96.0;G
1937-10-01 07:00:01;1937-11-01 07:00:00;1937-10;18.0;G
1937-11-01 07:00:01;1937-12-01 07:00:00;1937-11;77.0;G
1937-12-01 07:00:01;1938-01-01 07:00:00;1937-12;93.0;G
1938-01-01 07:00:01;1938-02-01 07:00:00;1938-01;46.0;G
